"SiteID","Year","Treatment","sampleID","tss_sum","ro_count","flow_sum","flow_min","rf_event","rain_mm","rain_hr","rf_rate"
"EIA",2018,"control","3012",9.73063882063219,1,25590.214,2351,10,56,2.26666666666667,24.7058823529412
"EIA",2018,"control","3020",0.121043369938603,1,76910.36,5166,12,47,12.4333333333333,3.78016085790885
"EIA",2018,"control","3020",0.121043369938603,1,76910.36,5166,13,78,31.9333333333333,2.44258872651357
"EIA",2018,"control","3026",11.2753423284514,1,76910.36,5166,13,78,31.9333333333333,2.44258872651357
"EIA",2018,"control","3052",1.85254850414491,1,14865.17,4736,27,53,19.1,2.77486910994764
"EIA",2018,"control","3060",1.25307451054931,1,16266.427,3671,29,17,4.68333333333333,3.62989323843416
"EIA",2018,"control","3060",1.25307451054931,1,16266.427,3671,30,31,3.18333333333333,9.73821989528796
"EIA",2018,"control","3072",3.51370282909298,1,37123.009,4791,36,35,11.2666666666667,3.10650887573964
"EIA",2018,"control","3081",0.450533762718377,1,37123.009,4791,38,14,10.1,1.38613861386139
"EIA",2018,"control","3081",0.450533762718377,1,37123.009,4791,39,17,22.4333333333333,0.757800891530461
"EIA",2018,"strips","3011",73.8884599107298,1,29124.341,2361,9,26,1.01666666666667,25.5737704918033
"EIA",2018,"strips","3011",73.8884599107298,1,29124.341,2361,10,56,2.26666666666667,24.7058823529412
"EIA",2018,"strips","3022",0.18154585792412,1,7572.156,2681,12,47,12.4333333333333,3.78016085790885
"EIA",2018,"strips","3022",0.18154585792412,1,7572.156,2681,13,78,31.9333333333333,2.44258872651357
"EIA",2018,"strips","3025",1.39048605158047,2,98521.885,3322,13,78,31.9333333333333,2.44258872651357
"EIA",2018,"strips","3051",0.295690250334663,2,9824.768,3637,27,53,19.1,2.77486910994764
"EIA",2018,"strips","3051",0.295690250334663,2,9824.768,3637,28,32,6.51666666666667,4.91048593350384
"EIA",2018,"strips","3059",0.402383829056129,1,15563.181,1481,30,31,3.18333333333333,9.73821989528796
"EIA",2018,"strips","3071",1.26569501036943,2,63324.468,5297,35,25,8.43333333333333,2.96442687747036
"EIA",2018,"strips","3071",1.26569501036943,2,63324.468,5297,36,35,11.2666666666667,3.10650887573964
"EIA",2018,"strips","3080",0.378521650465186,1,60937.901,3686,38,14,10.1,1.38613861386139
"EIA",2018,"strips","3080",0.378521650465186,1,60937.901,3686,39,17,22.4333333333333,0.757800891530461
"HOE",2018,"control","SPL3300",0.11161377493237,1,715.401,1116,1,43,15.4333333333333,2.78617710583153
"HOE",2018,"control","SPL3301",11.5875867675428,1,21627.68,2391,2,80,15.9333333333333,5.02092050209205
"HOE",2018,"control","SPL3302",24.4739643282972,1,27089.94,2471,3,49,7.68333333333333,6.37744034707158
"HOE",2018,"control","SPL3304",1.6203403681845,1,27089.94,2471,4,15,0.683333333333333,21.9512195121951
"HOE",2018,"control","SPL3306",10.6460941731909,1,13311.517,1846,5,46,6.93333333333333,6.63461538461538
"HOE",2018,"control","SPL3308",0.0325957160216956,1,89.809,26,9,4,0.266666666666667,15
"HOE",2018,"control","SPL3309",0.475850246887053,1,2886.819,5331,10,72.6,45.0166666666667,1.61273602369493
"HOE",2018,"control","SPL3310",10.9597527332574,1,22709.749,4856,11,69.32,57.0166666666667,1.21578485822859
"HOE",2018,"strips","SPL3303",12.9702215190039,1,72920.742,931,3,49,7.68333333333333,6.37744034707158
"HOE",2018,"strips","SPL3305",6.53383692335277,1,37740.114,246,4,15,0.683333333333333,21.9512195121951
"HOE",2018,"strips","SPL3307",3.53794378010502,1,45926.228,771,5,46,6.93333333333333,6.63461538461538
"RHO",2018,"control","3008",0.330706158478524,1,758.573,506,4,16,1.43333333333333,11.1627906976744
"RHO",2018,"control","3024",0.669929715992247,1,8754.961,3796,10,32,15.6833333333333,2.0403825717322
"RHO",2018,"control","3024",0.669929715992247,1,8754.961,3796,11,4,0.1,40
"RHO",2018,"control","3029",56.4884275686161,1,40930.402,2331,13,82,22.85,3.58862144420131
"RHO",2018,"control","3038",19.2259332306304,2,76729.381,4177,14,61,7.26666666666667,8.39449541284404
"RHO",2018,"control","3042",3.82862032315501,1,8033.684,3696,19,30,2.01666666666667,14.8760330578512
"RHO",2018,"control","3042",3.82862032315501,1,8033.684,3696,20,37,14.6833333333333,2.51986379114642
"RHO",2018,"control","3045",0.274309817386585,2,1043.324,3132,22,26,15.4333333333333,1.68466522678186
"RHO",2018,"control","3045",0.274309817386585,2,1043.324,3132,24,12,4.51666666666667,2.65682656826568
"RHO",2018,"control","3054",23.3975948070816,1,36056.416,6186,25,56,5.26666666666667,10.6329113924051
"RHO",2018,"control","3054",23.3975948070816,1,36056.416,6186,26,26,6.76666666666667,3.84236453201971
"RHO",2018,"control","3054",23.3975948070816,1,36056.416,6186,27,22,14.35,1.53310104529617
"RHO",2018,"control","3062",9.70057108206891,1,19228.113,5106,28,7,6.43333333333333,1.0880829015544
"RHO",2018,"control","3062",9.70057108206891,1,19228.113,5106,29,25,3.6,6.94444444444444
"RHO",2018,"control","3066",3.36185234049544,2,26063.84,5682,30,13,1.6,8.125
"RHO",2018,"control","3066",3.36185234049544,2,26063.84,5682,31,22,1.35,16.2962962962963
"RHO",2018,"control","3074",5.78378836519256,2,8844.56,3537,34,8,4.01666666666667,1.99170124481328
"RHO",2018,"control","3074",5.78378836519256,2,8844.56,3537,35,4,0.433333333333333,9.23076923076923
"RHO",2018,"control","3074",5.78378836519256,2,8844.56,3537,36,16,1.26666666666667,12.6315789473684
"RHO",2018,"strips","3017",20.4916421180368,1,15755.143,1206,8,139,6.35,21.8897637795276
"RHO",2018,"strips","3021",1.02600785708114,1,2520.362,1066,10,32,15.6833333333333,2.0403825717322
"RHO",2018,"strips","3028",1.91944748338228,1,14650.939,1881,13,82,22.85,3.58862144420131
"RHO",2018,"strips","3037",0.690851643890082,2,23909.239,2917,13,82,22.85,3.58862144420131
"RHO",2018,"strips","3037",0.690851643890082,2,23909.239,2917,14,61,7.26666666666667,8.39449541284404
"RHO",2018,"strips","3053",2.10594607480324,2,7875.635,1947,25,56,5.26666666666667,10.6329113924051
"RHO",2018,"strips","3053",2.10594607480324,2,7875.635,1947,27,22,14.35,1.53310104529617
"RHO",2018,"strips","3061",5.64412861845175,1,4323.81,1716,29,25,3.6,6.94444444444444
"RHO",2018,"strips","3065",8.10301695918445,2,4790.166,2517,30,13,1.6,8.125
"RHO",2018,"strips","3065",8.10301695918445,2,4790.166,2517,31,22,1.35,16.2962962962963
"WHI",2018,"control","3077",34.4238978199338,2,16764.161,812,31,24,13.35,1.79775280898876
"WHI",2018,"control","3077",34.4238978199338,2,16764.161,812,32,20,4.18333333333333,4.7808764940239
"WHI",2018,"control","3205",27.9731714911859,1,17555.539,1496,14,15,1.51666666666667,9.89010989010989
"WHI",2018,"control","3207",12.5341480501535,1,15888.063,1876,16,29,7.35,3.94557823129252
"WHI",2018,"control","3210",22.9711276445965,1,15510.971,1476,17,27,0.683333333333333,39.5121951219512
"WHI",2018,"control","3213",34.1220823293466,1,11937.446,91,30,39,14.4333333333333,2.70207852193995
"WHI",2018,"strips","3076",18.1150402239322,2,21988.027,1527,31,24,13.35,1.79775280898876
"WHI",2018,"strips","3076",18.1150402239322,2,21988.027,1527,32,20,4.18333333333333,4.7808764940239
"WHI",2018,"strips","3200",6.25557511575303,1,3958.067,576,4,26,8.43333333333333,3.08300395256917
"WHI",2018,"strips","3201",1.53590705073587,1,3958.067,576,4,26,8.43333333333333,3.08300395256917
"WHI",2018,"strips","3202",2.12418372290658,1,23983.284,856,11,26,7.6,3.42105263157895
"WHI",2018,"strips","3206",4.00350305818338,1,17500.742,321,14,15,1.51666666666667,9.89010989010989
"WHI",2018,"strips","3208",0.253254207298855,1,3605.013,476,16,29,7.35,3.94557823129252
"WHI",2018,"strips","3209",0.141992587885767,1,2557.92,61,17,27,0.683333333333333,39.5121951219512
"WHI",2018,"strips","3211",0.815306232696538,1,1173.609,81,29,35,2.68333333333333,13.0434782608696
"WHI",2018,"strips","3212",29.2570614545028,1,22808.552,111,30,39,14.4333333333333,2.70207852193995
"WOR",2018,"control","3000",0.982909019897727,1,5566.28,831,3,23,6.85,3.35766423357664
"WOR",2018,"control","3056",14.9026031081138,2,36100.239,6582,9,49,16.35,2.99694189602446
"WOR",2018,"control","3056",14.9026031081138,2,36100.239,6582,10,28,16.9333333333333,1.65354330708661
"WOR",2018,"control","3064",1.37656176539526,1,8580.907,136,14,26,1.26666666666667,20.5263157894737
"WOR",2018,"control","3068",6.66908990592195,1,17517.722,621,16,26,16.4333333333333,1.58215010141988
"WOR",2018,"strips","3043",0.799602709835987,1,500.603,1861,4,99.06,1707.01666666667,0.0580310678474141
"WOR",2018,"strips","3055",23.6932590049852,3,47618.31,1498,9,49,16.35,2.99694189602446
"WOR",2018,"strips","3055",23.6932590049852,3,47618.31,1498,10,28,16.9333333333333,1.65354330708661
"WOR",2018,"strips","3063",2.89569817383675,1,8615.366,226,14,26,1.26666666666667,20.5263157894737
"WOR",2018,"strips","3067",10.4477093031983,1,21482.993,856,16,26,16.4333333333333,1.58215010141988
"ARM",2019,"control","4013",1.48272326644871,1,681.16,661,9,52,7.6,6.84210526315789
"ARM",2019,"control","4017",5.74680398232509,1,2623.566,1161,12,24,4.35,5.51724137931035
"ARM",2019,"control","4043",15.4810668626872,1,452.92,461,20,60,1.68333333333333,35.6435643564356
"ARM",2019,"control","4051",1.18001231363973,1,725.6,676,32,64,11.6,5.51724137931035
"ARM",2019,"control","4053",2.39459749107121,1,3036.538,71,33,29,2.51666666666667,11.523178807947
"ARM",2019,"control","4056",2.05711826360084,1,6322.056,1416,36,51,19.7666666666667,2.58010118043845
"ARM",2019,"control","4063",0.389374332275246,1,1455.414,216,37,14,0.6,23.3333333333333
"ARM",2019,"control","4065",0.468899042380095,1,1428.299,796,38,21,24.6,0.853658536585366
"ARM",2019,"strips","4016",0.736011911358148,1,4437.795,656,12,24,4.35,5.51724137931035
"HOE",2019,"control","SPL4300",4.45334395096679,1,18533.064,118191,3,202.92,905.016666666667,0.2242168652511
"HOE",2019,"control","SPL4300",4.45334395096679,1,18533.064,118191,19,246.8,949.266666666667,0.259990167848866
"HOE",2019,"strips","SPL4301",3.35414508039793,1,15798.13,541,3,202.92,905.016666666667,0.2242168652511
"HOE",2019,"strips","SPL4301",3.35414508039793,1,15798.13,541,19,246.8,949.266666666667,0.259990167848866
"RHO",2019,"control","4005",14.5787643490453,2,297.922,1547,8,15,11.85,1.26582278481013
"RHO",2019,"control","4005",14.5787643490453,2,297.922,1547,9,24,7.51666666666667,3.19290465631929
"RHO",2019,"control","4011",4.67664731118437,1,3381.426,461,10,28,5.68333333333333,4.9266862170088
"RHO",2019,"control","4024",294.15744259751,2,11311.754,1332,11,57,8.35,6.82634730538922
"RHO",2019,"control","4024",294.15744259751,2,11311.754,1332,13,22,17.35,1.26801152737752
"RHO",2019,"control","4029",43.9210000457035,1,1267.97,3316,15,8,0.183333333333333,43.6363636363636
"RHO",2019,"control","4034",700.172200385165,1,39638.763,3771,17,40,2.01666666666667,19.8347107438017
"RHO",2019,"control","4034",700.172200385165,1,39638.763,3771,18,13,0.35,37.1428571428572
"RHO",2019,"control","4034",700.172200385165,1,39638.763,3771,19,3,0.183333333333333,16.3636363636364
"RHO",2019,"control","4039",7.02152693702401,1,1744.423,2211,21,19,8.26666666666667,2.29838709677419
"RHO",2019,"control","4042",1.57747825129893,1,1744.423,2211,22,4,0.1,40
"RHO",2019,"control","4046",1.55127502195214,1,284.601,51,28,30,0.85,35.2941176470588
"RHO",2019,"control","4060",9.12749022983206,1,7623.591,3586,33,52,19.0166666666667,2.73444347063979
"RHO",2019,"control","4060",9.12749022983206,1,7623.591,3586,34,5,4.18333333333333,1.19521912350598
"RHO",2019,"control","4062",3.43091020935341,1,4137.033,1646,35,27,4.93333333333333,5.47297297297297
"RHO",2019,"control","4069",7.53288733972722,1,6055.452,131,37,11,1.98333333333333,5.54621848739496
"RHO",2019,"strips","4004",14.769134393933,2,3039.387,1622,9,24,7.51666666666667,3.19290465631929
"RHO",2019,"strips","4010",9.08819471842917,1,3238.151,586,10,28,5.68333333333333,4.9266862170088
"RHO",2019,"strips","4023",348.749622474108,2,8549.422,1177,11,57,8.35,6.82634730538922
"RHO",2019,"strips","4023",348.749622474108,2,8549.422,1177,13,22,17.35,1.26801152737752
"RHO",2019,"strips","4028",6.16704203887724,1,252.014,101,15,8,0.183333333333333,43.6363636363636
"RHO",2019,"strips","4033",139.590985051125,1,5592.628,3691,17,40,2.01666666666667,19.8347107438017
"RHO",2019,"strips","4033",139.590985051125,1,5592.628,3691,18,13,0.35,37.1428571428572
"RHO",2019,"strips","4033",139.590985051125,1,5592.628,3691,19,3,0.183333333333333,16.3636363636364
"RHO",2019,"strips","4038",3.68811448557838,1,410.733,531,21,19,8.26666666666667,2.29838709677419
"RHO",2019,"strips","4059",6.26803998202709,1,3695.449,3586,33,52,19.0166666666667,2.73444347063979
"RHO",2019,"strips","4059",6.26803998202709,1,3695.449,3586,34,5,4.18333333333333,1.19521912350598
"RHO",2019,"strips","4061",1.37286941060136,1,1554.822,1666,35,27,4.93333333333333,5.47297297297297
"RHO",2019,"strips","4068",5.33065833445613,1,464.757,2121,36,5,1.98333333333333,2.52100840336134
"RHO",2019,"strips","4068",5.33065833445613,1,464.757,2121,37,11,1.98333333333333,5.54621848739496
"WHI",2019,"control","4020",1.5974277825553,1,237.448,6241,6,76.96,257.016666666667,0.299435834251994
"WHI",2019,"control","4050",3.42684082920825,1,4483.814,111,14,102,1.76666666666667,57.7358490566038
"WHI",2019,"strips","4012",1.5890170578376,1,760.283,9001,6,76.96,257.016666666667,0.299435834251994
"WHI",2019,"strips","4019",8.37491083355311,1,760.283,9001,6,76.96,257.016666666667,0.299435834251994
"WHI",2019,"strips","4049",5.81765840982769,1,13551.214,106,14,102,1.76666666666667,57.7358490566038
"WHI",2019,"strips","4064",0.0529971370638448,1,587.591,86,24,17,9.1,1.86813186813187
"WHI",2019,"strips","4066",14.250253469056,1,31719.929,1291,25,73,20.5166666666667,3.55808285946385
"WOR",2019,"control","4015",47.7982887380542,1,23770.585,546,12,57,7.76666666666667,7.33905579399142
"WOR",2019,"control","4032",0.917461044068493,1,1169.809,486,15,29,2.43333333333333,11.9178082191781
"WOR",2019,"control","4041",0.805512681756483,1,6841.219,2421,18,50,29.4333333333333,1.69875424688562
"WOR",2019,"strips","4007",0.0996448362428535,1,184.262,61,11,16,5.26666666666667,3.0379746835443
"WOR",2019,"strips","4014",64.403384315248,1,34544.681,986,12,57,7.76666666666667,7.33905579399142
"WOR",2019,"strips","4031",13.3426381808951,1,5039.6,556,15,29,2.43333333333333,11.9178082191781
"WOR",2019,"strips","4040",6.03220825592761,1,14950.446,741,18,50,29.4333333333333,1.69875424688562
"WOR",2019,"strips","4072",0.197521148159153,1,1095.795,1161,44,37,18.5166666666667,1.998199819982
"HOE",2020,"control","5007",18.7083532739465,1,6281.642,1526,1,49,15.7666666666667,3.10782241014799
"RHO",2020,"control","5006",0.156243570877455,1,5091.656,1481,3,32,4.18333333333333,7.64940239043825
"RHO",2020,"control","5017",9.61116138886553,2,4412.883,512,10,35,4.93333333333333,7.09459459459459
"RHO",2020,"control","5017",9.61116138886553,2,4412.883,512,11,17,4.68333333333333,3.62989323843416
"RHO",2020,"control","5020",1.11729186082972,2,666.066,2017,12,30,10.5166666666667,2.85261489698891
"RHO",2020,"control","5020",1.11729186082972,2,666.066,2017,13,20,6.1,3.27868852459016
"RHO",2020,"control","5020",1.11729186082972,2,666.066,2017,23,19,6.1,3.11475409836066
"RHO",2020,"strips","5005",2.69270283140748,1,354.509,106,3,32,4.18333333333333,7.64940239043825
"RHO",2020,"strips","5016",1.75902274870996,1,1261.998,1731,10,35,4.93333333333333,7.09459459459459
"RHO",2020,"strips","5016",1.75902274870996,1,1261.998,1731,11,17,4.68333333333333,3.62989323843416
"WOR",2020,"strips","5008",0.215479063710698,1,278.536,61,7,43,21.85,1.96796338672769
"WOR",2020,"strips","5008",0.215479063710698,1,278.536,61,25,42,21.85,1.92219679633867
"HOE",2021,"control","6011",0.0551990573516855,1,630.489,796,22,78,18.5166666666667,4.21242124212421
"HOE",2021,"control","6011",0.0551990573516855,1,630.489,796,24,78,27.35,2.85191956124314
"MCN",2021,"control","6000",8.05195728640825,1,2180.942,286,1,43,5.6,7.67857142857143
"MCN",2021,"control","6004",0.201617394189148,1,239.915,226,8,44,3.1,14.1935483870968
"MCN",2021,"control","6006",1.32859183247014,1,21103.183,1446,11,97,16.2666666666667,5.96311475409836
"MCN",2021,"control","6009",12.5096774317156,1,27780.232,1641,12,71,3.6,19.7222222222222
"MCN",2021,"strips","6001",0.197857488115423,1,1258.642,356,1,43,5.6,7.67857142857143
"MCN",2021,"strips","6005",0.910299027967221,1,3671.541,316,8,44,3.1,14.1935483870968
"MCN",2021,"strips","6007",3.70871098735633,1,25017.192,1106,11,97,16.2666666666667,5.96311475409836
"MCN",2021,"strips","6010",22.2315342738239,1,42031.947,1641,12,71,3.6,19.7222222222222
"RHO",2021,"control","6003",24.6527555221502,1,3056.672,1456,6,28,0.433333333333333,64.6153846153846
"RHO",2021,"control","6008",5.73086256747399,1,7402.286,91,14,99,12.85,7.70428015564202
"RHO",2021,"strips","6002",5.26967387045233,1,589.492,386,6,28,0.433333333333333,64.6153846153846
