"SiteID","Year","eventid","precipitation","eventStart","eventEnd","time"
"WOR",2016,20,0.025,2016-04-30 10:20:00,2016-04-30 15:40:00,6.33333333333333
"WOR",2016,30,0.008,2016-05-25 05:30:00,2016-05-25 09:05:00,4.58333333333333
"WOR",2016,32,0.008,2016-05-26 03:15:00,2016-05-26 04:00:00,1.75
"WOR",2016,36,0.023,2016-05-27 09:00:00,2016-05-27 11:40:00,3.66666666666667
"WOR",2016,40,0.01,2016-05-30 19:05:00,2016-05-30 20:40:00,2.58333333333333
"WOR",2016,42,0.009,2016-05-31 14:50:00,2016-05-31 15:35:00,1.75
"WOR",2016,54,0.008,2016-07-06 01:05:00,2016-07-06 01:25:00,1.33333333333333
"WOR",2016,60,0.014,2016-07-11 23:20:00,2016-07-12 00:35:00,2.25
"WOR",2016,62,0.019,2016-07-17 04:15:00,2016-07-17 06:05:00,2.83333333333333
"WOR",2016,64,0.032,2016-07-18 04:25:00,2016-07-18 05:55:00,2.5
"WOR",2016,66,0.016,2016-07-19 09:45:00,2016-07-19 13:15:00,4.5
"WOR",2016,70,0.008,2016-08-11 03:25:00,2016-08-11 07:25:00,5
"WOR",2016,72,0.062,2016-08-11 18:45:00,2016-08-12 02:00:00,8.25
"WOR",2016,74,0.016,2016-08-19 13:05:00,2016-08-19 20:25:00,8.33333333333333
"WOR",2016,80,0.039,2016-08-29 17:00:00,2016-08-29 17:45:00,1.75
"WOR",2016,82,0.061,2016-09-07 10:45:00,2016-09-08 00:40:00,14.9166666666667
"WOR",2016,88,0.052,2016-09-15 20:20:00,2016-09-16 04:25:00,9.08333333333333
"WOR",2016,90,0.007,2016-09-22 05:35:00,2016-09-22 06:35:00,2
"WOR",2016,92,0.059,2016-09-22 20:15:00,2016-09-22 23:35:00,4.33333333333333
"WOR",2016,96,0.025,2016-09-24 19:30:00,2016-09-25 03:20:00,8.83333333333333
"WOR",2017,2,0.022,2017-03-29 11:10:00,2017-03-29 22:15:00,12.0833333333333
"WOR",2017,6,0.007,2017-04-14 15:40:00,2017-04-14 16:10:00,1.5
"WOR",2017,8,0.013,2017-04-15 17:50:00,2017-04-15 19:25:00,2.58333333333333
"WOR",2017,16,0.03,2017-04-30 09:55:00,2017-04-30 20:00:00,11.0833333333333
"WOR",2017,18,0.008,2017-05-01 03:10:00,2017-05-01 04:50:00,2.66666666666667
"WOR",2017,20,0.021,2017-05-10 05:10:00,2017-05-10 12:55:00,8.75
"WOR",2017,22,0.012,2017-05-16 21:45:00,2017-05-17 00:00:00,3.25
"WOR",2017,24,0.008,2017-05-17 15:25:00,2017-05-17 16:45:00,2.33333333333333
"WOR",2017,26,0.014,2017-05-19 00:20:00,2017-05-19 09:10:00,9.83333333333333
"WOR",2017,34,0.007,2017-05-27 12:15:00,2017-05-27 14:25:00,3.16666666666667
"WOR",2017,36,0.025,2017-06-14 01:00:00,2017-06-14 10:00:00,10
"WOR",2017,42,0.007,2017-06-28 03:50:00,2017-06-28 06:05:00,3.25
"WOR",2017,46,0.034,2017-07-20 21:40:00,2017-07-20 22:20:00,1.66666666666667
"WOR",2017,48,0.008,2017-07-26 15:30:00,2017-07-26 15:50:00,1.33333333333333
"WOR",2017,50,0.017,2017-08-01 22:30:00,2017-08-01 23:00:00,1.5
"WOR",2017,54,0.017,2017-08-14 05:15:00,2017-08-14 06:30:00,2.25
"WOR",2017,60,0.009,2017-08-21 04:30:00,2017-08-21 06:15:00,2.75
"WOR",2017,62,0.019,2017-08-21 13:35:00,2017-08-21 18:05:00,5.5
"WOR",2017,66,0.015,2017-09-16 23:10:00,2017-09-17 01:15:00,3.08333333333333
"WOR",2017,70,0.008,2017-09-25 15:45:00,2017-09-25 19:20:00,4.58333333333333
"WOR",2017,72,0.01,2017-10-10 08:45:00,2017-10-10 11:55:00,4.16666666666667
"WOR",2017,74,0.023,2017-10-13 09:15:00,2017-10-13 11:35:00,3.33333333333333
"WOR",2017,76,0.011,2017-10-14 07:20:00,2017-10-14 16:00:00,9.66666666666667
"WOR",2018,4,0.037,2018-05-01 17:05:00,2018-05-01 22:55:00,6.83333333333333
"WOR",2018,8,0.023,2018-05-03 12:20:00,2018-05-03 19:10:00,7.83333333333333
"WOR",2018,12,0.09906,2018-06-06 17:00:00,2018-08-16 20:00:00,1708
"WOR",2018,16,0.02,2018-08-28 13:00:00,2018-08-28 19:45:00,7.75
"WOR",2018,18,0.016,2018-08-31 06:25:00,2018-08-31 07:35:00,2.16666666666667
"WOR",2018,20,0.007,2018-09-01 04:50:00,2018-09-01 05:15:00,1.41666666666667
"WOR",2018,22,0.04,2018-09-01 19:35:00,2018-09-02 00:55:00,6.33333333333333
"WOR",2018,24,0.009,2018-09-02 11:20:00,2018-09-02 11:55:00,1.58333333333333
"WOR",2018,28,0.017,2018-09-04 17:55:00,2018-09-04 20:10:00,3.25
"WOR",2018,30,0.011,2018-09-05 03:40:00,2018-09-05 10:50:00,8.16666666666667
"WOR",2018,32,0.007,2018-09-18 13:05:00,2018-09-18 15:05:00,3
"WOR",2018,34,0.009,2018-09-19 08:45:00,2018-09-19 09:10:00,1.41666666666667
"WOR",2018,38,0.012,2018-09-20 21:50:00,2018-09-20 23:10:00,2.33333333333333
"WOR",2018,40,0.026,2018-09-25 10:40:00,2018-09-25 11:55:00,2.25
"WOR",2018,44,0.026,2018-09-30 20:20:00,2018-10-01 12:45:00,17.4166666666667
"WOR",2019,2,0.012,2019-04-07 16:10:00,2019-04-07 16:30:00,1.33333333333333
"WOR",2019,16,0.007,2019-04-30 11:00:00,2019-04-30 19:20:00,9.33333333333333
"WOR",2019,20,0.007,2019-05-08 04:45:00,2019-05-08 12:25:00,8.66666666666667
"WOR",2019,22,0.01,2019-05-14 07:55:00,2019-05-14 09:25:00,2.5
"WOR",2019,24,0.016,2019-05-17 03:30:00,2019-05-17 10:05:00,7.58333333333333
"WOR",2019,26,0.014,2019-05-18 17:40:00,2019-05-19 00:45:00,8.08333333333333
"WOR",2019,28,0.016,2019-05-21 13:20:00,2019-05-21 18:35:00,6.25
"WOR",2019,30,0.057,2019-05-23 23:40:00,2019-05-24 07:25:00,8.75
"WOR",2019,34,0.014,2019-05-28 07:35:00,2019-05-28 08:55:00,2.33333333333333
"WOR",2019,42,0.021,2019-06-15 17:00:00,2019-06-15 18:05:00,2.08333333333333
"WOR",2019,44,0.029,2019-06-21 06:20:00,2019-06-21 08:45:00,3.41666666666667
"WOR",2019,48,0.01,2019-06-22 21:40:00,2019-06-22 23:50:00,3.16666666666667
"WOR",2019,52,0.015,2019-07-02 11:25:00,2019-07-02 21:55:00,11.5
"WOR",2019,54,0.014,2019-07-03 04:50:00,2019-07-03 05:45:00,1.91666666666667
"WOR",2019,56,0.021,2019-07-03 16:15:00,2019-07-03 16:50:00,1.58333333333333
"WOR",2019,62,0.017,2019-07-16 05:10:00,2019-07-16 05:35:00,1.41666666666667
"WOR",2019,66,0.012,2019-07-17 10:55:00,2019-07-17 11:30:00,1.58333333333333
"WOR",2019,72,0.01,2019-08-05 22:30:00,2019-08-05 22:35:00,1.08333333333333
"WOR",2019,78,0.011,2019-08-18 02:45:00,2019-08-18 05:15:00,3.5
"WOR",2019,80,0.013,2019-08-20 05:00:00,2019-08-20 05:15:00,1.25
"WOR",2019,84,0.007,2019-08-29 06:40:00,2019-08-29 07:15:00,1.58333333333333
"WOR",2019,90,0.037,2019-09-09 05:15:00,2019-09-09 06:10:00,1.91666666666667
"WOR",2019,92,0.021,2019-09-09 17:05:00,2019-09-09 18:45:00,2.66666666666667
"WOR",2019,96,0.016,2019-09-11 07:55:00,2019-09-11 10:25:00,3.5
"WOR",2019,98,0.007,2019-09-12 17:05:00,2019-09-12 17:45:00,1.66666666666667
"WOR",2019,100,0.007,2019-09-14 17:40:00,2019-09-14 17:50:00,1.16666666666667
"WOR",2019,106,0.01,2019-09-21 16:55:00,2019-09-21 18:45:00,2.83333333333333
"WOR",2019,110,0.007,2019-09-22 10:20:00,2019-09-22 11:00:00,1.66666666666667
"WOR",2019,114,0.01,2019-09-29 11:05:00,2019-09-29 16:05:00,6
"WOR",2019,116,0.022,2019-10-01 16:40:00,2019-10-02 00:00:00,8.33333333333333
"WOR",2019,120,0.012,2019-10-05 04:25:00,2019-10-05 11:00:00,7.58333333333333
"WOR",2019,122,0.008,2019-10-09 20:00:00,2019-10-09 21:55:00,2.91666666666667
"WOR",2019,124,0.02,2019-10-10 06:55:00,2019-10-10 18:40:00,12.75
"WOR",2019,128,0.036,2019-10-21 00:15:00,2019-10-21 06:45:00,7.5
"WOR",2020,14,0.02,2020-05-17 00:35:00,2020-05-17 02:30:00,2.91666666666667
"WOR",2020,16,0.016,2020-05-23 03:50:00,2020-05-23 07:00:00,4.16666666666667
"WOR",2020,18,0.007,2020-05-24 19:50:00,2020-05-25 04:25:00,9.58333333333333
"WOR",2020,20,0.024,2020-05-25 18:25:00,2020-05-25 19:10:00,1.75
"WOR",2020,22,0.008,2020-05-26 06:25:00,2020-05-26 07:15:00,1.83333333333333
"WOR",2020,24,0.011,2020-05-26 15:20:00,2020-05-26 16:15:00,1.91666666666667
"WOR",2020,38,0.011,2020-06-22 09:45:00,2020-06-22 13:05:00,4.33333333333333
"WOR",2020,40,0.007,2020-07-11 18:30:00,2020-07-11 18:35:00,1.08333333333333
"WOR",2020,42,0.042,2020-07-14 18:45:00,2020-07-14 19:30:00,1.75
